"Plot Title: OL_4"
"#","Date Time, GMT-07:00","Light (LGR S/N: 10983451, SEN S/N: 10983451, LBL: Light_4)","Occupancy (LGR S/N: 10983451, SEN S/N: 10983451, LBL: Occ_4)"
534,07/21/22 02:06:58 PM,,1.00
535,07/21/22 02:08:41 PM,,0.00
536,07/21/22 02:10:11 PM,,1.00
537,07/21/22 02:11:14 PM,,0.00
538,07/21/22 02:13:32 PM,,1.00
539,07/21/22 02:14:37 PM,,0.00
540,07/21/22 02:15:29 PM,,1.00
541,07/21/22 02:16:30 PM,,0.00
542,07/21/22 02:20:01 PM,,1.00
543,07/21/22 02:21:05 PM,,0.00
544,07/21/22 02:22:56 PM,,1.00
545,07/21/22 02:23:57 PM,,0.00
546,07/21/22 02:36:19 PM,,1.00
547,07/21/22 02:41:07 PM,,0.00
548,07/21/22 02:41:10 PM,,1.00
549,07/21/22 02:43:15 PM,,0.00
550,07/21/22 02:43:56 PM,,1.00
551,07/21/22 02:45:14 PM,,0.00
552,07/21/22 02:45:46 PM,,1.00
553,07/21/22 02:48:26 PM,,0.00
554,07/21/22 02:48:55 PM,,1.00
555,07/21/22 02:49:56 PM,,0.00
556,07/21/22 02:50:31 PM,,1.00
557,07/21/22 02:51:31 PM,,0.00
558,07/21/22 02:52:04 PM,,1.00
559,07/21/22 02:53:06 PM,,0.00
560,07/21/22 02:53:17 PM,,1.00
561,07/21/22 02:55:29 PM,,0.00
562,07/21/22 02:57:35 PM,,1.00
563,07/21/22 03:00:08 PM,,0.00
564,07/21/22 03:01:22 PM,,1.00
565,07/21/22 03:02:22 PM,,0.00
566,07/21/22 03:04:39 PM,,1.00
567,07/21/22 03:05:48 PM,,0.00
568,07/21/22 03:05:49 PM,,1.00
569,07/21/22 03:08:50 PM,,0.00
570,07/21/22 03:09:00 PM,,1.00
571,07/21/22 03:10:30 PM,,0.00
572,07/21/22 03:11:10 PM,,1.00
573,07/21/22 03:14:52 PM,,0.00
574,07/21/22 03:16:39 PM,,1.00
575,07/21/22 03:17:48 PM,,0.00
576,07/21/22 03:42:59 PM,,1.00
577,07/21/22 03:44:02 PM,,0.00
578,07/21/22 03:45:17 PM,,1.00
579,07/21/22 03:46:34 PM,,0.00
580,07/21/22 04:30:15 PM,,1.00
581,07/21/22 04:31:50 PM,,0.00
582,07/21/22 05:14:42 PM,,1.00
583,07/21/22 05:15:44 PM,,0.00
584,07/21/22 05:16:02 PM,,1.00
585,07/21/22 05:17:04 PM,,0.00
586,07/21/22 05:17:54 PM,,1.00
587,07/21/22 05:20:59 PM,,0.00
588,07/21/22 05:57:26 PM,,1.00
589,07/21/22 05:59:12 PM,,0.00
590,07/21/22 05:59:46 PM,,1.00
591,07/21/22 06:01:03 PM,,0.00
592,07/21/22 06:31:33 PM,,1.00
593,07/21/22 06:33:06 PM,,0.00
594,07/21/22 06:36:42 PM,,1.00
595,07/21/22 06:39:16 PM,,0.00
596,07/21/22 07:41:22 PM,,1.00
597,07/21/22 07:42:24 PM,,0.00
598,07/21/22 07:47:11 PM,,1.00
599,07/21/22 07:48:13 PM,,0.00
600,07/21/22 07:48:26 PM,,1.00
601,07/21/22 07:49:33 PM,,0.00
602,07/21/22 08:14:11 PM,0.00,
603,07/21/22 10:11:29 PM,,1.00
604,07/21/22 10:13:36 PM,,0.00
605,07/21/22 10:32:46 PM,,1.00
606,07/21/22 10:35:05 PM,,0.00
607,07/21/22 10:38:45 PM,,1.00
608,07/21/22 10:41:29 PM,,0.00
609,07/21/22 10:42:02 PM,,1.00
610,07/21/22 10:48:05 PM,,0.00
611,07/21/22 10:48:46 PM,,1.00
