"Plot Title: OLS_5"
"#","Date Time, GMT-07:00","Light (LGR S/N: 10983452, SEN S/N: 10983452, LBL: Light_5)","Occupancy (LGR S/N: 10983452, SEN S/N: 10983452, LBL: Occ_5)"
426,07/21/22 05:06:14 PM,,1.00
427,07/21/22 05:07:15 PM,,0.00
428,07/21/22 05:07:20 PM,,1.00
429,07/21/22 05:08:22 PM,,0.00
430,07/21/22 05:12:29 PM,,1.00
431,07/21/22 05:13:30 PM,,0.00
432,07/21/22 05:14:33 PM,,1.00
433,07/21/22 05:15:40 PM,,0.00
434,07/21/22 05:16:02 PM,,1.00
435,07/21/22 05:18:51 PM,,0.00
436,07/21/22 05:19:58 PM,,1.00
437,07/21/22 05:21:08 PM,,0.00
438,07/21/22 05:21:31 PM,,1.00
439,07/21/22 05:22:34 PM,,0.00
440,07/21/22 05:26:20 PM,,1.00
441,07/21/22 05:29:11 PM,,0.00
442,07/21/22 05:38:01 PM,,1.00
443,07/21/22 05:39:01 PM,,0.00
444,07/21/22 05:45:26 PM,,1.00
445,07/21/22 05:46:26 PM,,0.00
446,07/21/22 05:51:30 PM,,1.00
447,07/21/22 05:52:30 PM,,0.00
448,07/21/22 05:57:19 PM,,1.00
449,07/21/22 06:06:55 PM,,0.00
450,07/21/22 06:06:56 PM,,1.00
451,07/21/22 06:16:44 PM,,0.00
452,07/21/22 06:17:09 PM,,1.00
453,07/21/22 06:20:06 PM,,0.00
454,07/21/22 06:20:13 PM,,1.00
455,07/21/22 06:24:47 PM,,0.00
456,07/21/22 06:24:57 PM,,1.00
457,07/21/22 06:29:10 PM,,0.00
458,07/21/22 06:29:51 PM,,1.00
459,07/21/22 06:32:32 PM,,0.00
460,07/21/22 06:36:47 PM,,1.00
461,07/21/22 06:39:20 PM,,0.00
462,07/21/22 06:52:50 PM,,1.00
463,07/21/22 06:54:24 PM,,0.00
464,07/21/22 07:40:54 PM,,1.00
465,07/21/22 07:42:20 PM,,0.00
466,07/21/22 07:47:12 PM,,1.00
467,07/21/22 07:50:32 PM,,0.00
468,07/21/22 07:52:30 PM,,1.00
469,07/21/22 07:53:37 PM,,0.00
470,07/21/22 10:11:22 PM,,1.00
471,07/21/22 10:12:25 PM,,0.00
472,07/21/22 10:44:44 PM,,1.00
473,07/21/22 10:49:43 PM,,0.00
474,07/21/22 11:06:36 PM,,1.00
475,07/21/22 11:10:20 PM,,0.00
476,07/21/22 11:11:25 PM,,1.00
477,07/21/22 11:13:00 PM,,0.00
478,07/22/22 06:47:47 AM,,1.00
479,07/22/22 06:48:55 AM,,0.00
480,07/22/22 06:53:03 AM,,1.00
481,07/22/22 06:55:28 AM,,0.00
482,07/22/22 07:02:38 AM,,1.00
483,07/22/22 07:10:26 AM,,0.00
484,07/22/22 07:11:29 AM,,1.00
485,07/22/22 07:15:33 AM,,0.00
486,07/22/22 07:16:45 AM,,1.00
487,07/22/22 07:18:21 AM,,0.00
488,07/22/22 07:19:50 AM,,1.00
489,07/22/22 07:20:53 AM,,0.00
490,07/22/22 07:24:13 AM,,1.00
491,07/22/22 07:25:46 AM,,0.00
492,07/22/22 07:26:51 AM,,1.00
493,07/22/22 07:29:54 AM,,0.00
494,07/22/22 07:30:05 AM,,1.00
495,07/22/22 07:39:40 AM,,0.00
496,07/22/22 07:39:53 AM,,1.00
497,07/22/22 07:45:08 AM,,0.00
498,07/22/22 07:46:55 AM,,1.00
499,07/22/22 07:52:49 AM,,0.00
500,07/22/22 07:52:54 AM,,1.00
501,07/22/22 07:55:35 AM,,0.00
502,07/22/22 07:59:22 AM,,1.00
503,07/22/22 08:01:51 AM,,0.00
504,07/22/22 08:16:39 AM,,1.00
505,07/22/22 08:19:13 AM,,0.00
506,07/22/22 08:19:40 AM,,1.00
507,07/22/22 08:21:13 AM,,0.00
508,07/22/22 11:06:09 AM,,1.00
509,07/22/22 11:17:33 AM,,0.00
510,07/22/22 11:29:48 AM,,1.00
511,07/22/22 11:30:48 AM,,0.00
512,07/22/22 11:39:16 AM,,1.00
513,07/22/22 11:41:44 AM,,0.00
514,07/22/22 11:44:32 AM,,1.00
515,07/22/22 11:45:33 AM,,0.00
516,07/22/22 11:46:36 AM,,1.00
517,07/22/22 11:47:42 AM,,0.00
518,07/22/22 11:49:34 AM,,1.00
519,07/22/22 11:50:56 AM,,0.00
520,07/22/22 11:54:08 AM,,1.00
521,07/22/22 11:55:08 AM,,0.00
522,07/22/22 11:58:32 AM,,1.00
523,07/22/22 12:00:25 PM,,0.00
524,07/22/22 12:01:22 PM,,1.00
525,07/22/22 12:02:29 PM,,0.00
526,07/22/22 12:02:47 PM,,1.00
527,07/22/22 12:09:46 PM,,0.00
528,07/22/22 02:51:30 PM,,1.00
529,07/22/22 02:53:21 PM,,0.00
530,07/22/22 03:14:04 PM,,1.00
531,07/22/22 03:15:49 PM,,0.00
532,07/22/22 03:19:06 PM,,1.00
533,07/22/22 03:20:10 PM,,0.00
534,07/22/22 03:24:38 PM,,1.00
535,07/22/22 03:26:24 PM,,0.00
536,07/22/22 03:26:53 PM,,1.00
537,07/22/22 03:27:53 PM,,0.00
538,07/22/22 03:29:14 PM,,1.00
539,07/22/22 03:30:20 PM,,0.00
540,07/22/22 03:31:22 PM,,1.00
541,07/22/22 03:32:25 PM,,0.00
542,07/22/22 03:32:50 PM,,1.00
543,07/22/22 03:34:07 PM,,0.00
544,07/22/22 03:34:13 PM,,1.00
545,07/22/22 03:35:16 PM,,0.00
546,07/22/22 03:35:38 PM,,1.00
547,07/22/22 03:36:41 PM,,0.00
548,07/22/22 03:38:52 PM,,1.00
549,07/22/22 03:42:41 PM,,0.00
550,07/22/22 03:58:41 PM,,1.00
551,07/22/22 04:00:29 PM,,0.00
552,07/22/22 05:20:01 PM,,1.00
553,07/22/22 05:21:55 PM,,0.00
554,07/22/22 05:23:47 PM,,1.00
555,07/22/22 05:25:09 PM,,0.00
556,07/22/22 05:25:37 PM,,1.00
557,07/22/22 05:27:57 PM,,0.00
558,07/22/22 05:28:06 PM,,1.00
559,07/22/22 05:30:28 PM,,0.00
560,07/22/22 06:14:05 PM,,1.00
561,07/22/22 06:15:16 PM,,0.00
562,07/22/22 06:22:05 PM,,1.00
563,07/22/22 06:26:42 PM,,0.00
564,07/22/22 06:31:24 PM,,1.00
565,07/22/22 06:32:27 PM,,0.00
566,07/22/22 07:16:12 PM,,1.00
567,07/22/22 07:17:38 PM,,0.00
568,07/22/22 07:20:20 PM,,1.00
569,07/22/22 07:21:26 PM,,0.00
570,07/22/22 07:23:41 PM,,1.00
571,07/22/22 07:25:21 PM,,0.00
572,07/22/22 07:25:47 PM,,1.00
573,07/22/22 07:27:09 PM,,0.00
574,07/22/22 07:31:59 PM,,1.00
575,07/22/22 07:33:23 PM,,0.00
576,07/22/22 08:02:13 PM,,1.00
577,07/22/22 08:04:42 PM,,0.00
578,07/22/22 08:50:40 PM,,1.00
579,07/22/22 09:02:05 PM,,0.00
580,07/22/22 09:02:36 PM,,1.00
581,07/22/22 09:04:04 PM,,0.00
582,07/22/22 09:04:32 PM,,1.00
583,07/22/22 09:05:32 PM,,0.00
584,07/22/22 09:07:52 PM,,1.00
585,07/22/22 09:10:44 PM,,0.00
586,07/22/22 09:10:51 PM,,1.00
587,07/22/22 09:11:51 PM,,0.00
588,07/22/22 09:16:19 PM,,1.00
589,07/22/22 09:17:20 PM,,0.00
590,07/22/22 09:20:21 PM,,1.00
591,07/22/22 09:26:22 PM,,0.00
592,07/22/22 09:28:01 PM,,1.00
593,07/22/22 09:30:49 PM,,0.00
594,07/22/22 09:32:10 PM,,1.00
595,07/22/22 09:33:12 PM,,0.00
596,07/22/22 09:35:24 PM,,1.00
597,07/22/22 09:37:22 PM,,0.00
598,07/22/22 09:39:13 PM,,1.00
599,07/22/22 09:40:14 PM,,0.00
600,07/22/22 09:40:16 PM,,1.00
601,07/22/22 09:41:18 PM,,0.00
602,07/22/22 09:45:08 PM,,1.00
603,07/22/22 09:46:08 PM,,0.00
604,07/22/22 09:46:31 PM,,1.00
605,07/22/22 09:47:32 PM,,0.00
606,07/22/22 09:50:55 PM,,1.00
607,07/22/22 09:54:10 PM,,0.00
608,07/22/22 09:54:24 PM,,1.00
609,07/22/22 09:56:19 PM,,0.00
610,07/22/22 10:19:14 PM,,1.00
611,07/22/22 10:24:37 PM,,0.00
612,07/22/22 10:24:58 PM,,1.00
613,07/22/22 10:26:06 PM,,0.00
614,07/22/22 10:26:44 PM,,1.00
615,07/22/22 10:27:56 PM,,0.00
616,07/22/22 10:28:50 PM,,1.00
617,07/22/22 10:30:16 PM,,0.00
618,07/22/22 10:31:09 PM,,1.00
619,07/22/22 10:31:23 PM,1.00,
620,07/22/22 10:31:26 PM,0.00,
621,07/22/22 10:32:27 PM,,0.00
