"Plot Title: TRH_02"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981298, SEN S/N: 10981298, LBL: Temp_2)","RH, % (LGR S/N: 10981298, SEN S/N: 10981298, LBL: RH_2)","Button Down (LGR S/N: 10981298)","Button Up (LGR S/N: 10981298)","Stopped (LGR S/N: 10981298)","End Of File (LGR S/N: 10981298)"
1,07/10/22 09:45:00 PM,27.142,52.248,,,,
2,07/10/22 09:45:30 PM,27.093,52.305,,,,
3,07/10/22 09:46:00 PM,27.044,52.171,,,,
4,07/10/22 09:46:30 PM,26.970,52.448,,,,
5,07/10/22 09:47:00 PM,26.921,52.632,,,,
6,07/10/22 09:47:30 PM,26.872,52.593,,,,
7,07/10/22 09:48:00 PM,26.799,52.869,,,,
8,07/10/22 09:48:30 PM,26.774,52.961,,,,
9,07/10/22 09:49:00 PM,26.725,53.017,,,,
10,07/10/22 09:49:30 PM,26.676,52.947,,,,
11,07/10/22 09:50:00 PM,26.652,53.134,,,,
12,07/10/22 09:50:30 PM,26.603,53.285,,,,
13,07/10/22 09:51:00 PM,26.554,53.374,,,,
14,07/10/22 09:51:30 PM,26.530,53.497,,,,
15,07/10/22 09:52:00 PM,26.481,53.617,,,,
16,07/10/22 09:52:30 PM,26.456,53.676,,,,
17,07/10/22 09:53:00 PM,26.432,53.705,,,,
18,07/10/22 09:53:30 PM,26.407,53.764,,,,
19,07/10/22 09:54:00 PM,26.407,53.796,,,,
20,07/10/22 09:54:30 PM,26.383,53.824,,,,
21,07/10/22 09:55:00 PM,26.383,53.856,,,,
22,07/10/22 09:55:30 PM,26.359,53.915,,,,
23,07/10/22 09:56:00 PM,26.334,53.944,,,,
24,07/10/22 09:56:30 PM,26.310,54.003,,,,
25,07/10/22 09:57:00 PM,26.285,54.031,,,,
26,07/10/22 09:57:30 PM,26.285,54.095,,,,
27,07/10/22 09:58:00 PM,26.261,54.154,,,,
28,07/10/22 09:58:30 PM,26.237,54.182,,,,
29,07/10/22 09:59:00 PM,26.237,54.214,,,,
30,07/10/22 09:59:30 PM,26.237,54.245,,,,
31,07/10/22 10:00:00 PM,26.212,54.274,,,,
32,07/10/22 10:00:30 PM,26.212,54.305,,,,
33,07/10/22 10:01:00 PM,26.188,54.333,,,,
34,07/10/22 10:01:30 PM,26.188,54.365,,,,
35,07/10/22 10:02:00 PM,26.163,54.393,,,,
36,07/10/22 10:02:30 PM,26.163,54.393,,,,
37,07/10/22 10:03:00 PM,26.163,54.424,,,,
38,07/10/22 10:03:30 PM,26.139,54.452,,,,
39,07/10/22 10:04:00 PM,26.139,54.389,,,,
40,07/10/22 10:04:30 PM,26.139,54.421,,,,
41,07/10/22 10:05:00 PM,26.115,54.449,,,,
42,07/10/22 10:05:30 PM,26.139,54.547,,,,
43,07/10/22 10:06:00 PM,26.115,54.543,,,,
44,07/10/22 10:06:30 PM,26.115,54.606,,,,
45,07/10/22 10:07:00 PM,26.115,54.606,,,,
46,07/10/22 10:07:30 PM,26.090,54.634,,,,
47,07/10/22 10:08:00 PM,26.090,54.634,,,,
48,07/10/22 10:08:30 PM,26.090,54.634,,,,
49,07/10/22 10:09:00 PM,26.090,54.634,,,,
50,07/10/22 10:09:30 PM,26.066,54.662,,,,
51,07/10/22 10:10:00 PM,26.066,54.662,,,,
52,07/10/22 10:10:30 PM,26.066,54.662,,,,
53,07/10/22 10:11:00 PM,26.066,54.694,,,,
54,07/10/22 10:11:30 PM,26.066,54.694,,,,
55,07/10/22 10:12:00 PM,26.066,54.694,,,,
56,07/10/22 10:12:30 PM,26.042,54.690,,,,
57,07/10/22 10:13:00 PM,26.042,54.722,,,,
58,07/10/22 10:13:30 PM,26.042,54.722,,,,
59,07/10/22 10:14:00 PM,26.042,54.596,,,,
60,07/10/22 10:14:30 PM,26.042,54.501,,,,
61,07/10/22 10:15:00 PM,26.017,54.687,,,,
62,07/10/22 10:15:30 PM,26.017,54.687,,,,
63,07/10/22 10:16:00 PM,26.017,54.687,,,,
64,07/10/22 10:16:30 PM,26.017,54.624,,,,
65,07/10/22 10:17:00 PM,26.017,54.718,,,,
66,07/10/22 10:17:30 PM,26.017,54.718,,,,
67,07/10/22 10:18:00 PM,26.017,54.718,,,,
68,07/10/22 10:18:30 PM,26.017,54.781,,,,
69,07/10/22 10:19:00 PM,25.993,54.746,,,,
70,07/10/22 10:19:30 PM,26.017,54.813,,,,
71,07/10/22 10:20:00 PM,25.993,54.809,,,,
72,07/10/22 10:20:30 PM,25.993,54.809,,,,
73,07/10/22 10:21:00 PM,25.993,54.809,,,,
74,07/10/22 10:21:30 PM,25.993,54.841,,,,
75,07/10/22 10:22:00 PM,25.993,54.841,,,,
76,07/10/22 10:22:30 PM,25.993,54.809,,,,
77,07/10/22 10:23:00 PM,25.993,54.683,,,,
78,07/10/22 10:23:30 PM,25.993,54.778,,,,
79,07/10/22 10:24:00 PM,25.968,54.806,,,,
80,07/10/22 10:24:30 PM,25.993,54.809,,,,
81,07/10/22 10:25:00 PM,25.968,54.806,,,,
82,07/10/22 10:25:30 PM,25.968,54.837,,,,
83,07/10/22 10:26:00 PM,25.968,54.869,,,,
84,07/10/22 10:26:30 PM,25.968,54.837,,,,
85,07/10/22 10:27:00 PM,25.968,54.869,,,,
86,07/10/22 10:27:30 PM,25.968,54.837,,,,
87,07/10/22 10:28:00 PM,25.968,54.837,,,,
88,07/10/22 10:28:30 PM,25.944,54.834,,,,
89,07/10/22 10:29:00 PM,25.944,54.802,,,,
90,07/10/22 10:29:30 PM,25.944,54.676,,,,
91,07/10/22 10:30:00 PM,25.944,54.739,,,,
92,07/10/22 10:30:30 PM,25.944,54.802,,,,
93,07/10/22 10:31:00 PM,25.944,54.802,,,,
94,07/10/22 10:31:30 PM,25.920,54.799,,,,
95,07/10/22 10:32:00 PM,25.920,54.736,,,,
96,07/10/22 10:32:30 PM,25.920,54.862,,,,
97,07/10/22 10:33:00 PM,25.920,54.862,,,,
98,07/10/22 10:33:30 PM,25.920,54.862,,,,
99,07/10/22 10:34:00 PM,25.920,54.893,,,,
100,07/10/22 10:34:30 PM,25.895,54.858,,,,
101,07/10/22 10:35:00 PM,25.920,54.830,,,,
102,07/10/22 10:35:30 PM,25.920,54.862,,,,
103,07/10/22 10:36:00 PM,25.920,54.830,,,,
104,07/10/22 10:36:30 PM,25.895,54.795,,,,
105,07/10/22 10:37:00 PM,25.895,54.795,,,,
106,07/10/22 10:37:30 PM,25.895,54.764,,,,
107,07/10/22 10:38:00 PM,25.895,54.732,,,,
108,07/10/22 10:38:30 PM,25.895,54.764,,,,
109,07/10/22 10:39:00 PM,25.895,54.764,,,,
110,07/10/22 10:39:30 PM,25.871,54.760,,,,
111,07/10/22 10:40:00 PM,25.895,54.701,,,,
112,07/10/22 10:40:30 PM,25.871,54.760,,,,
113,07/10/22 10:41:00 PM,25.871,54.792,,,,
114,07/10/22 10:41:30 PM,25.871,54.792,,,,
115,07/10/22 10:42:00 PM,25.871,54.729,,,,
116,07/10/22 10:42:30 PM,25.871,54.697,,,,
117,07/10/22 10:43:00 PM,25.871,54.792,,,,
118,07/10/22 10:43:30 PM,25.871,54.729,,,,
119,07/10/22 10:44:00 PM,25.871,54.760,,,,
120,07/10/22 10:44:30 PM,25.871,54.792,,,,
121,07/10/22 10:45:00 PM,25.847,54.788,,,,
122,07/10/22 10:45:30 PM,25.847,54.757,,,,
123,07/10/22 10:46:00 PM,25.847,54.820,,,,
124,07/10/22 10:46:30 PM,25.847,54.883,,,,
125,07/10/22 10:47:00 PM,25.847,54.820,,,,
126,07/10/22 10:47:30 PM,25.847,54.851,,,,
127,07/10/22 10:48:00 PM,25.847,54.883,,,,
128,07/10/22 10:48:30 PM,25.822,54.911,,,,
129,07/10/22 10:49:00 PM,25.822,54.942,,,,
130,07/10/22 10:49:30 PM,25.822,54.942,,,,
131,07/10/22 10:50:00 PM,25.822,54.911,,,,
132,07/10/22 10:50:30 PM,25.822,54.973,,,,
133,07/10/22 10:51:00 PM,25.822,54.942,,,,
134,07/10/22 10:51:30 PM,25.822,54.911,,,,
135,07/10/22 10:52:00 PM,25.822,54.973,,,,
136,07/10/22 10:52:30 PM,25.822,54.973,,,,
137,07/10/22 10:53:00 PM,25.822,54.973,,,,
138,07/10/22 10:53:30 PM,25.822,54.911,,,,
139,07/10/22 10:54:00 PM,25.798,54.907,,,,
140,07/10/22 10:54:30 PM,25.798,54.939,,,,
141,07/10/22 10:55:00 PM,25.798,54.939,,,,
142,07/10/22 10:55:30 PM,25.798,54.907,,,,
143,07/10/22 10:56:00 PM,25.798,54.970,,,,
144,07/10/22 10:56:30 PM,25.798,54.970,,,,
145,07/10/22 10:57:00 PM,25.798,55.033,,,,
146,07/10/22 10:57:30 PM,25.798,54.970,,,,
147,07/10/22 10:58:00 PM,25.798,55.190,,,,
148,07/10/22 10:58:30 PM,25.798,55.221,,,,
149,07/10/22 10:59:00 PM,25.798,55.221,,,,
150,07/10/22 10:59:30 PM,25.774,55.218,,,,
151,07/10/22 11:00:00 PM,25.774,55.218,,,,
152,07/10/22 11:00:30 PM,25.774,55.249,,,,
153,07/10/22 11:01:00 PM,25.774,55.281,,,,
154,07/10/22 11:01:30 PM,25.774,55.281,,,,
155,07/10/22 11:02:00 PM,25.774,55.281,,,,
156,07/10/22 11:02:30 PM,25.774,55.312,,,,
157,07/10/22 11:03:00 PM,25.774,55.312,,,,
158,07/10/22 11:03:30 PM,25.774,55.343,,,,
159,07/10/22 11:04:00 PM,25.774,55.281,,,,
160,07/10/22 11:04:30 PM,25.774,55.343,,,,
161,07/10/22 11:05:00 PM,25.774,55.343,,,,
162,07/10/22 11:05:30 PM,25.774,55.343,,,,
163,07/10/22 11:06:00 PM,25.774,55.312,,,,
164,07/10/22 11:06:30 PM,25.774,55.343,,,,
165,07/10/22 11:07:00 PM,25.774,55.343,,,,
166,07/10/22 11:07:30 PM,25.774,55.343,,,,
167,07/10/22 11:08:00 PM,25.774,55.343,,,,
168,07/10/22 11:08:30 PM,25.774,55.343,,,,
169,07/10/22 11:09:00 PM,25.749,55.371,,,,
170,07/10/22 11:09:30 PM,25.774,55.375,,,,
171,07/10/22 11:10:00 PM,25.749,55.340,,,,
172,07/10/22 11:10:30 PM,25.749,55.371,,,,
173,07/10/22 11:11:00 PM,25.749,55.340,,,,
174,07/10/22 11:11:30 PM,25.749,55.371,,,,
175,07/10/22 11:12:00 PM,25.749,55.371,,,,
176,07/10/22 11:12:30 PM,25.749,55.340,,,,
177,07/10/22 11:13:00 PM,25.749,55.340,,,,
178,07/10/22 11:13:30 PM,25.749,55.371,,,,
179,07/10/22 11:14:00 PM,25.749,55.340,,,,
180,07/10/22 11:14:30 PM,25.749,55.371,,,,
181,07/10/22 11:15:00 PM,25.749,55.403,,,,
182,07/10/22 11:15:30 PM,25.749,55.371,,,,
183,07/10/22 11:16:00 PM,25.725,55.336,,,,
184,07/10/22 11:16:30 PM,25.725,55.305,,,,
185,07/10/22 11:17:00 PM,25.725,55.274,,,,
186,07/10/22 11:17:30 PM,25.725,55.336,,,,
187,07/10/22 11:18:00 PM,25.725,55.336,,,,
188,07/10/22 11:18:30 PM,25.725,55.336,,,,
189,07/10/22 11:19:00 PM,25.701,55.364,,,,
190,07/10/22 11:19:30 PM,25.701,55.364,,,,
191,07/10/22 11:20:00 PM,25.701,55.333,,,,
192,07/10/22 11:20:30 PM,25.701,55.333,,,,
193,07/10/22 11:21:00 PM,25.701,55.333,,,,
194,07/10/22 11:21:30 PM,25.701,55.333,,,,
195,07/10/22 11:22:00 PM,25.701,55.333,,,,
196,07/10/22 11:22:30 PM,25.701,55.301,,,,
197,07/10/22 11:23:00 PM,25.701,55.301,,,,
198,07/10/22 11:23:30 PM,25.701,55.301,,,,
199,07/10/22 11:24:00 PM,25.701,55.333,,,,
200,07/10/22 11:24:30 PM,25.701,55.333,,,,
201,07/10/22 11:25:00 PM,25.701,55.333,,,,
202,07/10/22 11:25:30 PM,25.701,55.333,,,,
203,07/10/22 11:26:00 PM,25.676,55.298,,,,
204,07/10/22 11:26:30 PM,25.701,55.301,,,,
205,07/10/22 11:27:00 PM,25.676,55.267,,,,
206,07/10/22 11:27:30 PM,25.701,55.239,,,,
207,07/10/22 11:28:00 PM,25.701,55.207,,,,
208,07/10/22 11:28:30 PM,25.676,55.141,,,,
209,07/10/22 11:29:00 PM,25.676,55.141,,,,
210,07/10/22 11:29:30 PM,25.676,55.204,,,,
211,07/10/22 11:30:00 PM,25.676,55.267,,,,
212,07/10/22 11:30:30 PM,25.676,55.204,,,,
213,07/10/22 11:31:00 PM,25.676,55.172,,,,
214,07/10/22 11:31:30 PM,25.676,55.172,,,,
215,07/10/22 11:32:00 PM,25.676,55.172,,,,
216,07/10/22 11:32:30 PM,25.676,55.141,,,,
217,07/10/22 11:33:00 PM,25.676,55.078,,,,
218,07/10/22 11:33:30 PM,25.652,55.043,,,,
219,07/10/22 11:34:00 PM,25.676,55.047,,,,
220,07/10/22 11:34:30 PM,25.652,55.043,,,,
221,07/10/22 11:35:00 PM,25.652,55.075,,,,
222,07/10/22 11:35:30 PM,25.652,55.043,,,,
223,07/10/22 11:36:00 PM,25.652,55.012,,,,
224,07/10/22 11:36:30 PM,25.652,54.980,,,,
225,07/10/22 11:37:00 PM,25.652,55.043,,,,
226,07/10/22 11:37:30 PM,25.628,55.071,,,,
227,07/10/22 11:38:00 PM,25.628,55.071,,,,
228,07/10/22 11:38:30 PM,25.652,55.137,,,,
229,07/10/22 11:39:00 PM,25.628,55.197,,,,
230,07/10/22 11:39:30 PM,25.628,55.134,,,,
231,07/10/22 11:40:00 PM,25.652,55.137,,,,
232,07/10/22 11:40:30 PM,25.628,55.134,,,,
233,07/10/22 11:41:00 PM,25.628,55.165,,,,
234,07/10/22 11:41:30 PM,25.628,55.228,,,,
235,07/10/22 11:42:00 PM,25.628,55.165,,,,
236,07/10/22 11:42:30 PM,25.628,55.134,,,,
237,07/10/22 11:43:00 PM,25.628,55.134,,,,
238,07/10/22 11:43:30 PM,25.628,55.228,,,,
239,07/10/22 11:44:00 PM,25.628,55.259,,,,
240,07/10/22 11:44:30 PM,25.628,55.259,,,,
241,07/10/22 11:45:00 PM,25.628,55.259,,,,
242,07/10/22 11:45:30 PM,25.628,55.259,,,,
243,07/10/22 11:46:00 PM,25.628,55.291,,,,
244,07/10/22 11:46:30 PM,25.628,55.291,,,,
245,07/10/22 11:47:00 PM,25.628,55.259,,,,
246,07/10/22 11:47:30 PM,25.628,55.291,,,,
247,07/10/22 11:48:00 PM,25.628,55.322,,,,
248,07/10/22 11:48:30 PM,25.628,55.322,,,,
249,07/10/22 11:49:00 PM,25.628,55.322,,,,
250,07/10/22 11:49:30 PM,25.628,55.322,,,,
251,07/10/22 11:50:00 PM,25.628,55.385,,,,
252,07/10/22 11:50:30 PM,25.603,55.350,,,,
253,07/10/22 11:51:00 PM,25.628,55.354,,,,
254,07/10/22 11:51:30 PM,25.628,55.354,,,,
255,07/10/22 11:52:00 PM,25.628,55.354,,,,
256,07/10/22 11:52:30 PM,25.628,55.322,,,,
257,07/10/22 11:53:00 PM,25.628,55.322,,,,
258,07/10/22 11:53:30 PM,25.603,55.319,,,,
259,07/10/22 11:54:00 PM,25.628,55.322,,,,
260,07/10/22 11:54:30 PM,25.603,55.319,,,,
261,07/10/22 11:55:00 PM,25.603,55.319,,,,
262,07/10/22 11:55:30 PM,25.603,55.319,,,,
263,07/10/22 11:56:00 PM,25.603,55.319,,,,
264,07/10/22 11:56:30 PM,25.603,55.319,,,,
265,07/10/22 11:57:00 PM,25.603,55.319,,,,
266,07/10/22 11:57:30 PM,25.603,55.319,,,,
267,07/10/22 11:58:00 PM,25.603,55.319,,,,
268,07/10/22 11:58:30 PM,25.603,55.319,,,,
269,07/10/22 11:59:00 PM,25.603,55.319,,,,
270,07/10/22 11:59:30 PM,25.603,55.287,,,,
271,07/11/22 12:00:00 AM,25.579,55.315,,,,
272,07/11/22 12:00:30 AM,25.603,55.319,,,,
273,07/11/22 12:01:00 AM,25.603,55.350,,,,
274,07/11/22 12:01:30 AM,25.603,55.350,,,,
275,07/11/22 12:02:00 AM,25.603,55.319,,,,
276,07/11/22 12:02:30 AM,25.579,55.315,,,,
277,07/11/22 12:03:00 AM,25.603,55.319,,,,
278,07/11/22 12:03:30 AM,25.603,55.319,,,,
279,07/11/22 12:04:00 AM,25.579,55.315,,,,
280,07/11/22 12:04:30 AM,25.579,55.315,,,,
281,07/11/22 12:05:00 AM,25.579,55.315,,,,
282,07/11/22 12:05:30 AM,25.603,55.287,,,,
283,07/11/22 12:06:00 AM,25.579,55.252,,,,
284,07/11/22 12:06:30 AM,25.579,55.252,,,,
285,07/11/22 12:07:00 AM,25.579,55.252,,,,
286,07/11/22 12:07:30 AM,25.579,55.252,,,,
287,07/11/22 12:08:00 AM,25.579,55.284,,,,
288,07/11/22 12:08:30 AM,25.579,55.284,,,,
289,07/11/22 12:09:00 AM,25.579,55.284,,,,
290,07/11/22 12:09:30 AM,25.579,55.315,,,,
291,07/11/22 12:10:00 AM,25.579,55.315,,,,
292,07/11/22 12:10:30 AM,25.579,55.315,,,,
293,07/11/22 12:11:00 AM,25.579,55.315,,,,
294,07/11/22 12:11:30 AM,25.579,55.347,,,,
295,07/11/22 12:12:00 AM,25.555,55.312,,,,
296,07/11/22 12:12:30 AM,25.555,55.343,,,,
297,07/11/22 12:13:00 AM,25.555,55.312,,,,
298,07/11/22 12:13:30 AM,25.555,55.312,,,,
299,07/11/22 12:14:00 AM,25.555,55.312,,,,
300,07/11/22 12:14:30 AM,25.555,55.312,,,,
301,07/11/22 12:15:00 AM,25.555,55.312,,,,
302,07/11/22 12:15:30 AM,25.555,55.312,,,,
303,07/11/22 12:16:00 AM,25.555,55.312,,,,
304,07/11/22 12:16:30 AM,25.555,55.280,,,,
305,07/11/22 12:17:00 AM,25.555,55.249,,,,
306,07/11/22 12:17:30 AM,25.555,55.249,,,,
307,07/11/22 12:18:00 AM,25.555,55.249,,,,
308,07/11/22 12:18:30 AM,25.555,55.280,,,,
309,07/11/22 12:19:00 AM,25.555,55.280,,,,
310,07/11/22 12:19:30 AM,25.555,55.280,,,,
311,07/11/22 12:20:00 AM,25.579,55.315,,,,
312,07/11/22 12:20:30 AM,25.555,55.312,,,,
313,07/11/22 12:21:00 AM,25.555,55.343,,,,
314,07/11/22 12:21:30 AM,25.555,55.343,,,,
315,07/11/22 12:22:00 AM,25.555,55.312,,,,
316,07/11/22 12:22:30 AM,25.555,55.343,,,,
317,07/11/22 12:23:00 AM,25.555,55.343,,,,
318,07/11/22 12:23:30 AM,25.555,55.374,,,,
319,07/11/22 12:24:00 AM,25.555,55.374,,,,
320,07/11/22 12:24:30 AM,25.555,55.343,,,,
321,07/11/22 12:25:00 AM,25.555,55.343,,,,
322,07/11/22 12:25:30 AM,25.555,55.374,,,,
323,07/11/22 12:26:00 AM,25.555,55.374,,,,
324,07/11/22 12:26:30 AM,25.555,55.374,,,,
325,07/11/22 12:27:00 AM,25.555,55.374,,,,
326,07/11/22 12:27:30 AM,25.555,55.374,,,,
327,07/11/22 12:28:00 AM,25.555,55.406,,,,
328,07/11/22 12:28:30 AM,25.555,55.406,,,,
329,07/11/22 12:29:00 AM,25.555,55.406,,,,
330,07/11/22 12:29:30 AM,25.531,55.402,,,,
331,07/11/22 12:30:00 AM,25.555,55.406,,,,
332,07/11/22 12:30:30 AM,25.531,55.402,,,,
333,07/11/22 12:31:00 AM,25.531,55.371,,,,
334,07/11/22 12:31:30 AM,25.531,55.402,,,,
335,07/11/22 12:32:00 AM,25.531,55.434,,,,
336,07/11/22 12:32:30 AM,25.531,55.434,,,,
337,07/11/22 12:33:00 AM,25.531,55.402,,,,
338,07/11/22 12:33:30 AM,25.531,55.371,,,,
339,07/11/22 12:34:00 AM,25.531,55.402,,,,
340,07/11/22 12:34:30 AM,25.531,55.402,,,,
341,07/11/22 12:35:00 AM,25.531,55.402,,,,
342,07/11/22 12:35:30 AM,25.506,55.430,,,,
343,07/11/22 12:36:00 AM,25.531,55.402,,,,
344,07/11/22 12:36:30 AM,25.531,55.371,,,,
345,07/11/22 12:37:00 AM,25.531,55.371,,,,
346,07/11/22 12:37:30 AM,25.506,55.367,,,,
347,07/11/22 12:38:00 AM,25.531,55.340,,,,
348,07/11/22 12:38:30 AM,25.531,55.371,,,,
349,07/11/22 12:39:00 AM,25.506,55.367,,,,
350,07/11/22 12:39:30 AM,25.531,55.402,,,,
351,07/11/22 12:40:00 AM,25.531,55.434,,,,
352,07/11/22 12:40:30 AM,25.506,55.430,,,,
353,07/11/22 12:41:00 AM,25.531,55.434,,,,
354,07/11/22 12:41:30 AM,25.506,55.430,,,,
355,07/11/22 12:42:00 AM,25.531,55.434,,,,
356,07/11/22 12:42:30 AM,25.506,55.399,,,,
357,07/11/22 12:43:00 AM,25.506,55.399,,,,
358,07/11/22 12:43:30 AM,25.506,55.430,,,,
359,07/11/22 12:44:00 AM,25.506,55.493,,,,
360,07/11/22 12:44:30 AM,25.506,55.461,,,,
361,07/11/22 12:45:00 AM,25.506,55.430,,,,
362,07/11/22 12:45:30 AM,25.506,55.430,,,,
363,07/11/22 12:46:00 AM,25.506,55.399,,,,
364,07/11/22 12:46:30 AM,25.506,55.430,,,,
365,07/11/22 12:47:00 AM,25.506,55.430,,,,
366,07/11/22 12:47:30 AM,25.506,55.399,,,,
367,07/11/22 12:48:00 AM,25.506,55.367,,,,
368,07/11/22 12:48:30 AM,25.506,55.367,,,,
369,07/11/22 12:49:00 AM,25.482,55.333,,,,
370,07/11/22 12:49:30 AM,25.482,55.364,,,,
371,07/11/22 12:50:00 AM,25.482,55.364,,,,
372,07/11/22 12:50:30 AM,25.506,55.430,,,,
373,07/11/22 12:51:00 AM,25.482,55.427,,,,
374,07/11/22 12:51:30 AM,25.482,55.427,,,,
375,07/11/22 12:52:00 AM,25.482,55.427,,,,
376,07/11/22 12:52:30 AM,25.482,55.489,,,,
377,07/11/22 12:53:00 AM,25.482,55.458,,,,
378,07/11/22 12:53:30 AM,25.482,55.458,,,,
379,07/11/22 12:54:00 AM,25.482,55.458,,,,
380,07/11/22 12:54:30 AM,25.482,55.458,,,,
381,07/11/22 12:55:00 AM,25.482,55.489,,,,
382,07/11/22 12:55:30 AM,25.482,55.458,,,,
383,07/11/22 12:56:00 AM,25.482,55.458,,,,
384,07/11/22 12:56:30 AM,25.482,55.395,,,,
385,07/11/22 12:57:00 AM,25.482,55.395,,,,
386,07/11/22 12:57:30 AM,25.482,55.395,,,,
387,07/11/22 12:58:00 AM,25.482,55.427,,,,
388,07/11/22 12:58:30 AM,25.482,55.427,,,,
389,07/11/22 12:59:00 AM,25.458,55.423,,,,
390,07/11/22 12:59:30 AM,25.458,55.423,,,,
391,07/11/22 01:00:00 AM,25.458,55.486,,,,
392,07/11/22 01:00:30 AM,25.458,55.392,,,,
393,07/11/22 01:01:00 AM,25.458,55.423,,,,
394,07/11/22 01:01:30 AM,25.458,55.423,,,,
395,07/11/22 01:02:00 AM,25.458,55.423,,,,
396,07/11/22 01:02:30 AM,25.458,55.423,,,,
397,07/11/22 01:03:00 AM,25.458,55.423,,,,
398,07/11/22 01:03:30 AM,25.458,55.423,,,,
399,07/11/22 01:04:00 AM,25.458,55.423,,,,
400,07/11/22 01:04:30 AM,25.433,55.420,,,,
401,07/11/22 01:05:00 AM,25.433,55.420,,,,
402,07/11/22 01:05:30 AM,25.458,55.454,,,,
403,07/11/22 01:06:00 AM,25.433,55.482,,,,
404,07/11/22 01:06:30 AM,25.433,55.420,,,,
405,07/11/22 01:07:00 AM,25.433,55.420,,,,
406,07/11/22 01:07:30 AM,25.433,55.420,,,,
407,07/11/22 01:08:00 AM,25.433,55.420,,,,
408,07/11/22 01:08:30 AM,25.433,55.420,,,,
409,07/11/22 01:09:00 AM,25.433,55.420,,,,
410,07/11/22 01:09:30 AM,25.409,55.416,,,,
411,07/11/22 01:10:00 AM,25.433,55.420,,,,
412,07/11/22 01:10:30 AM,25.409,55.322,,,,
413,07/11/22 01:11:00 AM,25.433,55.325,,,,
414,07/11/22 01:11:30 AM,25.433,55.388,,,,
415,07/11/22 01:12:00 AM,25.409,55.353,,,,
416,07/11/22 01:12:30 AM,25.409,55.385,,,,
417,07/11/22 01:13:00 AM,25.409,55.416,,,,
418,07/11/22 01:13:30 AM,25.409,55.416,,,,
419,07/11/22 01:14:00 AM,25.409,55.479,,,,
420,07/11/22 01:14:30 AM,25.409,55.479,,,,
421,07/11/22 01:15:00 AM,25.409,55.416,,,,
422,07/11/22 01:15:30 AM,25.409,55.353,,,,
423,07/11/22 01:16:00 AM,25.409,55.353,,,,
424,07/11/22 01:16:30 AM,25.385,55.381,,,,
425,07/11/22 01:17:00 AM,25.385,55.412,,,,
426,07/11/22 01:17:30 AM,25.385,55.412,,,,
427,07/11/22 01:18:00 AM,25.385,55.444,,,,
428,07/11/22 01:18:30 AM,25.385,55.444,,,,
429,07/11/22 01:19:00 AM,25.385,55.475,,,,
430,07/11/22 01:19:30 AM,25.385,55.475,,,,
431,07/11/22 01:20:00 AM,25.385,55.475,,,,
432,07/11/22 01:20:30 AM,25.385,55.475,,,,
433,07/11/22 01:21:00 AM,25.385,55.412,,,,
434,07/11/22 01:21:30 AM,25.385,55.412,,,,
435,07/11/22 01:22:00 AM,25.385,55.475,,,,
436,07/11/22 01:22:30 AM,25.385,55.538,,,,
437,07/11/22 01:23:00 AM,25.385,55.444,,,,
438,07/11/22 01:23:30 AM,25.385,55.412,,,,
439,07/11/22 01:24:00 AM,25.361,55.472,,,,
440,07/11/22 01:24:30 AM,25.385,55.475,,,,
441,07/11/22 01:25:00 AM,25.361,55.472,,,,
442,07/11/22 01:25:30 AM,25.361,55.472,,,,
443,07/11/22 01:26:00 AM,25.361,55.440,,,,
444,07/11/22 01:26:30 AM,25.361,55.472,,,,
445,07/11/22 01:27:00 AM,25.361,55.472,,,,
446,07/11/22 01:27:30 AM,25.361,55.472,,,,
447,07/11/22 01:28:00 AM,25.361,55.440,,,,
448,07/11/22 01:28:30 AM,25.361,55.409,,,,
449,07/11/22 01:29:00 AM,25.361,55.566,,,,
450,07/11/22 01:29:30 AM,25.361,55.691,,,,
451,07/11/22 01:30:00 AM,25.361,55.597,,,,
452,07/11/22 01:30:30 AM,25.361,55.534,,,,
453,07/11/22 01:31:00 AM,25.361,55.503,,,,
454,07/11/22 01:31:30 AM,25.361,55.534,,,,
455,07/11/22 01:32:00 AM,25.361,55.754,,,,
456,07/11/22 01:32:30 AM,25.361,55.785,,,,
457,07/11/22 01:33:00 AM,25.361,55.816,,,,
458,07/11/22 01:33:30 AM,25.361,56.223,,,,
459,07/11/22 01:34:00 AM,25.385,56.445,,,,
460,07/11/22 01:34:30 AM,25.385,56.133,,,,
461,07/11/22 01:35:00 AM,25.385,56.383,,,,
462,07/11/22 01:35:30 AM,25.385,56.133,,,,
463,07/11/22 01:36:00 AM,25.385,56.164,,,,
464,07/11/22 01:36:30 AM,25.385,56.226,,,,
465,07/11/22 01:37:00 AM,25.385,56.351,,,,
466,07/11/22 01:37:30 AM,25.385,56.476,,,,
467,07/11/22 01:38:00 AM,25.385,56.476,,,,
468,07/11/22 01:38:30 AM,25.385,56.476,,,,
469,07/11/22 01:39:00 AM,25.385,56.539,,,,
470,07/11/22 01:39:30 AM,25.361,56.535,,,,
471,07/11/22 01:40:00 AM,25.361,56.566,,,,
472,07/11/22 01:40:30 AM,25.361,56.598,,,,
473,07/11/22 01:41:00 AM,25.361,56.629,,,,
474,07/11/22 01:41:30 AM,25.361,56.598,,,,
475,07/11/22 01:42:00 AM,25.361,56.660,,,,
476,07/11/22 01:42:30 AM,25.361,56.629,,,,
