"Plot Title: TRH_2"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 10981298, SEN S/N: 10981298, LBL: Temp_2)","RH, % (LGR S/N: 10981298, SEN S/N: 10981298, LBL: RH_2)","Stopped (LGR S/N: 10981298)","End Of File (LGR S/N: 10981298)"
508,08/29/22 01:48:30 PM,25.628,54.820,,
509,08/29/22 01:49:00 PM,25.628,54.883,,
510,08/29/22 01:49:30 PM,25.652,54.918,,
511,08/29/22 01:50:00 PM,25.652,54.949,,
512,08/29/22 01:50:30 PM,25.652,54.886,,
513,08/29/22 01:51:00 PM,25.652,54.855,,
514,08/29/22 01:51:30 PM,25.628,54.788,,
515,08/29/22 01:52:00 PM,25.652,54.729,,
516,08/29/22 01:52:30 PM,25.652,54.760,,
517,08/29/22 01:53:00 PM,25.652,54.729,,
518,08/29/22 01:53:30 PM,25.628,54.694,,
519,08/29/22 01:54:00 PM,25.652,54.760,,
520,08/29/22 01:54:30 PM,25.652,54.698,,
521,08/29/22 01:55:00 PM,25.652,54.666,,
522,08/29/22 01:55:30 PM,25.628,54.663,,
523,08/29/22 01:56:00 PM,25.628,54.663,,
524,08/29/22 01:56:30 PM,25.652,54.666,,
525,08/29/22 01:57:00 PM,25.628,54.694,,
526,08/29/22 01:57:30 PM,25.628,54.694,,
527,08/29/22 01:58:00 PM,25.652,54.698,,
528,08/29/22 01:58:30 PM,25.652,54.635,,
529,08/29/22 01:59:00 PM,25.628,54.568,,
530,08/29/22 01:59:30 PM,25.628,54.600,,
531,08/29/22 02:00:00 PM,25.628,54.600,,
532,08/29/22 02:00:30 PM,25.628,54.600,,
533,08/29/22 02:01:00 PM,25.628,54.568,,
534,08/29/22 02:01:30 PM,25.628,54.568,,
535,08/29/22 02:02:00 PM,25.652,54.603,,
536,08/29/22 02:02:30 PM,25.628,54.537,,
537,08/29/22 02:03:00 PM,25.628,54.505,,
538,08/29/22 02:03:30 PM,25.652,54.572,,
539,08/29/22 02:04:00 PM,25.628,54.537,,
540,08/29/22 02:04:30 PM,25.628,54.474,,
541,08/29/22 02:05:00 PM,25.628,54.505,,
542,08/29/22 02:05:30 PM,25.628,54.505,,
543,08/29/22 02:06:00 PM,25.628,54.474,,
544,08/29/22 02:06:30 PM,25.652,54.477,,
545,08/29/22 02:07:00 PM,25.628,54.411,,
546,08/29/22 02:07:30 PM,25.628,54.411,,
547,08/29/22 02:08:00 PM,25.628,54.411,,
548,08/29/22 02:08:30 PM,25.628,54.380,,
549,08/29/22 02:09:00 PM,25.628,54.380,,
550,08/29/22 02:09:30 PM,25.628,54.411,,
551,08/29/22 02:10:00 PM,25.628,54.411,,
552,08/29/22 02:10:30 PM,25.628,54.380,,
553,08/29/22 02:11:00 PM,25.628,54.411,,
554,08/29/22 02:11:30 PM,25.628,54.411,,
555,08/29/22 02:12:00 PM,25.628,54.380,,
556,08/29/22 02:12:30 PM,25.628,54.380,,
557,08/29/22 02:13:00 PM,25.628,54.317,,
558,08/29/22 02:13:30 PM,25.628,54.348,,
559,08/29/22 02:14:00 PM,25.628,54.348,,
560,08/29/22 02:14:30 PM,25.628,54.317,,
561,08/29/22 02:15:00 PM,25.628,54.317,,
562,08/29/22 02:15:30 PM,25.628,54.317,,
563,08/29/22 02:16:00 PM,25.628,54.317,,
564,08/29/22 02:16:30 PM,25.628,54.317,,
565,08/29/22 02:17:00 PM,25.628,54.254,,
566,08/29/22 02:17:30 PM,25.628,54.254,,
567,08/29/22 02:18:00 PM,25.628,54.285,,
568,08/29/22 02:18:30 PM,25.628,54.254,,
569,08/29/22 02:19:00 PM,25.628,54.254,,
570,08/29/22 02:19:30 PM,25.628,54.254,,
571,08/29/22 02:20:00 PM,25.628,54.285,,
572,08/29/22 02:20:30 PM,25.628,54.222,,
573,08/29/22 02:21:00 PM,25.628,54.222,,
574,08/29/22 02:21:30 PM,25.628,54.222,,
575,08/29/22 02:22:00 PM,25.628,54.222,,
576,08/29/22 02:22:30 PM,25.628,54.191,,
577,08/29/22 02:23:00 PM,25.628,54.159,,
578,08/29/22 02:23:30 PM,25.628,54.191,,
579,08/29/22 02:24:00 PM,25.628,54.159,,
580,08/29/22 02:24:30 PM,25.628,54.159,,
581,08/29/22 02:25:00 PM,25.628,54.128,,
582,08/29/22 02:25:30 PM,25.628,54.065,,
583,08/29/22 02:26:00 PM,25.628,54.065,,
584,08/29/22 02:26:30 PM,25.628,53.907,,
585,08/29/22 02:27:00 PM,25.628,53.907,,
586,08/29/22 02:27:30 PM,25.628,53.970,,
587,08/29/22 02:28:00 PM,25.628,53.970,,
588,08/29/22 02:28:30 PM,25.628,54.002,,
589,08/29/22 02:29:00 PM,25.628,53.939,,
590,08/29/22 02:29:30 PM,25.628,53.907,,
591,08/29/22 02:30:00 PM,25.628,53.939,,
592,08/29/22 02:30:30 PM,25.603,53.967,,
593,08/29/22 02:31:00 PM,25.628,53.907,,
594,08/29/22 02:31:30 PM,25.603,53.935,,
595,08/29/22 02:32:00 PM,25.603,53.967,,
596,08/29/22 02:32:30 PM,25.603,53.998,,
597,08/29/22 02:33:00 PM,25.603,53.967,,
598,08/29/22 02:33:30 PM,25.603,54.030,,
599,08/29/22 02:34:00 PM,25.628,54.002,,
600,08/29/22 02:34:30 PM,25.628,54.002,,
601,08/29/22 02:35:00 PM,25.628,53.939,,
602,08/29/22 02:35:30 PM,25.628,53.939,,
603,08/29/22 02:36:00 PM,25.628,53.876,,
604,08/29/22 02:36:30 PM,25.628,53.876,,
605,08/29/22 02:37:00 PM,25.628,53.876,,
606,08/29/22 02:37:30 PM,25.628,53.844,,
607,08/29/22 02:38:00 PM,25.628,53.812,,
608,08/29/22 02:38:30 PM,25.628,53.844,,
609,08/29/22 02:39:00 PM,25.628,53.876,,
610,08/29/22 02:39:30 PM,25.628,53.812,,
611,08/29/22 02:40:00 PM,25.628,53.812,,
612,08/29/22 02:40:30 PM,25.628,53.749,,
613,08/29/22 02:41:00 PM,25.628,53.812,,
614,08/29/22 02:41:30 PM,25.628,53.781,,
615,08/29/22 02:42:00 PM,25.628,53.876,,
616,08/29/22 02:42:30 PM,25.628,53.812,,
617,08/29/22 02:43:00 PM,25.628,53.781,,
618,08/29/22 02:43:30 PM,25.628,53.812,,
619,08/29/22 02:44:00 PM,25.628,53.844,,
620,08/29/22 02:44:30 PM,25.628,53.876,,
621,08/29/22 02:45:00 PM,25.628,53.876,,
622,08/29/22 02:45:30 PM,25.628,53.812,,
623,08/29/22 02:46:00 PM,25.628,53.812,,
624,08/29/22 02:46:30 PM,25.628,53.781,,
625,08/29/22 02:47:00 PM,25.628,53.812,,
626,08/29/22 02:47:30 PM,25.628,53.844,,
627,08/29/22 02:48:00 PM,25.628,53.781,,
628,08/29/22 02:48:30 PM,25.628,53.812,,
629,08/29/22 02:49:00 PM,25.628,53.749,,
630,08/29/22 02:49:30 PM,25.628,53.718,,
631,08/29/22 02:50:00 PM,25.628,53.781,,
632,08/29/22 02:50:30 PM,25.628,53.781,,
633,08/29/22 02:51:00 PM,25.628,53.686,,
634,08/29/22 02:51:30 PM,25.603,53.778,,
635,08/29/22 02:52:00 PM,25.628,53.812,,
636,08/29/22 02:52:30 PM,25.628,53.749,,
637,08/29/22 02:53:00 PM,25.628,53.749,,
638,08/29/22 02:53:30 PM,25.603,53.778,,
639,08/29/22 02:54:00 PM,25.628,53.686,,
640,08/29/22 02:54:30 PM,25.603,53.620,,
641,08/29/22 02:55:00 PM,25.603,53.746,,
642,08/29/22 02:55:30 PM,25.603,53.714,,
643,08/29/22 02:56:00 PM,25.628,53.749,,
644,08/29/22 02:56:30 PM,25.603,53.683,,
645,08/29/22 02:57:00 PM,25.628,53.718,,
646,08/29/22 02:57:30 PM,25.628,53.655,,
647,08/29/22 02:58:00 PM,25.603,53.651,,
648,08/29/22 02:58:30 PM,25.628,53.655,,
649,08/29/22 02:59:00 PM,25.603,53.714,,
650,08/29/22 02:59:30 PM,25.603,53.651,,
651,08/29/22 03:00:00 PM,25.628,53.655,,
652,08/29/22 03:00:30 PM,25.603,53.651,,
653,08/29/22 03:01:00 PM,25.603,53.557,,
654,08/29/22 03:01:30 PM,25.603,53.651,,
655,08/29/22 03:02:00 PM,25.603,53.683,,
656,08/29/22 03:02:30 PM,25.603,53.683,,
657,08/29/22 03:03:00 PM,25.603,53.620,,
658,08/29/22 03:03:30 PM,25.603,53.620,,
659,08/29/22 03:04:00 PM,25.603,53.620,,
660,08/29/22 03:04:30 PM,25.603,53.620,,
661,08/29/22 03:05:00 PM,25.603,53.651,,
662,08/29/22 03:05:30 PM,25.603,53.683,,
663,08/29/22 03:06:00 PM,25.603,53.683,,
664,08/29/22 03:06:30 PM,25.603,53.651,,
665,08/29/22 03:07:00 PM,25.603,53.588,,
666,08/29/22 03:07:30 PM,25.603,53.620,,
667,08/29/22 03:08:00 PM,25.628,53.623,,
668,08/29/22 03:08:30 PM,25.603,53.620,,
669,08/29/22 03:09:00 PM,25.603,53.462,,
670,08/29/22 03:09:30 PM,25.603,53.588,,
671,08/29/22 03:10:00 PM,25.603,53.620,,
672,08/29/22 03:10:30 PM,25.603,53.620,,
673,08/29/22 03:11:00 PM,25.603,53.557,,
674,08/29/22 03:11:30 PM,25.603,53.651,,
675,08/29/22 03:12:00 PM,25.603,53.557,,
676,08/29/22 03:12:30 PM,25.603,53.557,,
677,08/29/22 03:13:00 PM,25.603,53.620,,
678,08/29/22 03:13:30 PM,25.603,53.620,,
679,08/29/22 03:14:00 PM,25.603,53.683,,
680,08/29/22 03:14:30 PM,25.603,53.651,,
681,08/29/22 03:15:00 PM,25.603,53.651,,
682,08/29/22 03:15:30 PM,25.628,53.592,,
683,08/29/22 03:16:00 PM,25.603,53.557,,
684,08/29/22 03:16:30 PM,25.603,53.620,,
685,08/29/22 03:17:00 PM,25.603,53.557,,
686,08/29/22 03:17:30 PM,25.603,53.588,,
687,08/29/22 03:18:00 PM,25.603,53.588,,
688,08/29/22 03:18:30 PM,25.603,53.525,,
689,08/29/22 03:19:00 PM,25.603,53.525,,
690,08/29/22 03:19:30 PM,25.603,53.557,,
691,08/29/22 03:20:00 PM,25.603,53.557,,
692,08/29/22 03:20:30 PM,25.603,53.462,,
693,08/29/22 03:21:00 PM,25.603,53.494,,
694,08/29/22 03:21:30 PM,25.603,53.494,,
695,08/29/22 03:22:00 PM,25.603,53.557,,
696,08/29/22 03:22:30 PM,25.603,53.525,,
697,08/29/22 03:23:00 PM,25.603,53.525,,
698,08/29/22 03:23:30 PM,25.603,53.557,,
699,08/29/22 03:24:00 PM,25.603,53.525,,
700,08/29/22 03:24:30 PM,25.603,53.557,,
701,08/29/22 03:25:00 PM,25.603,53.557,,
702,08/29/22 03:25:30 PM,25.603,53.494,,
703,08/29/22 03:26:00 PM,25.603,53.431,,
704,08/29/22 03:26:30 PM,25.603,53.431,,
705,08/29/22 03:27:00 PM,25.603,53.431,,
706,08/29/22 03:27:30 PM,25.603,53.367,,
707,08/29/22 03:28:00 PM,25.603,53.431,,
708,08/29/22 03:28:30 PM,25.603,53.431,,
709,08/29/22 03:29:00 PM,25.603,53.431,,
710,08/29/22 03:29:30 PM,25.603,53.494,,
711,08/29/22 03:30:00 PM,25.603,53.367,,
712,08/29/22 03:30:30 PM,25.603,53.399,,
713,08/29/22 03:31:00 PM,25.603,53.367,,
714,08/29/22 03:31:30 PM,25.603,53.399,,
715,08/29/22 03:32:00 PM,25.603,53.304,,
716,08/29/22 03:32:30 PM,25.603,53.367,,
717,08/29/22 03:33:00 PM,25.579,53.364,,
718,08/29/22 03:33:30 PM,25.603,53.367,,
719,08/29/22 03:34:00 PM,25.579,53.301,,
720,08/29/22 03:34:30 PM,25.579,53.332,,
721,08/29/22 03:35:00 PM,25.603,53.336,,
722,08/29/22 03:35:30 PM,25.579,53.269,,
723,08/29/22 03:36:00 PM,25.579,53.269,,
724,08/29/22 03:36:30 PM,25.579,53.332,,
725,08/29/22 03:37:00 PM,25.579,53.301,,
726,08/29/22 03:37:30 PM,25.579,53.332,,
727,08/29/22 03:38:00 PM,25.579,53.269,,
728,08/29/22 03:38:30 PM,25.579,53.269,,
729,08/29/22 03:39:00 PM,25.579,53.238,,
730,08/29/22 03:39:30 PM,25.579,53.301,,
731,08/29/22 03:40:00 PM,25.579,53.301,,
732,08/29/22 03:40:30 PM,25.579,53.364,,
733,08/29/22 03:41:00 PM,25.579,53.364,,
734,08/29/22 03:41:30 PM,25.579,53.364,,
735,08/29/22 03:42:00 PM,25.579,53.364,,
736,08/29/22 03:42:30 PM,25.579,53.301,,
737,08/29/22 03:43:00 PM,25.579,53.364,,
738,08/29/22 03:43:30 PM,25.579,53.396,,
739,08/29/22 03:44:00 PM,25.579,53.364,,
740,08/29/22 03:44:30 PM,25.579,53.332,,
741,08/29/22 03:45:00 PM,25.579,53.332,,
742,08/29/22 03:45:30 PM,25.579,53.332,,
743,08/29/22 03:46:00 PM,25.579,53.364,,
744,08/29/22 03:46:30 PM,25.579,53.332,,
745,08/29/22 03:47:00 PM,25.579,53.301,,
746,08/29/22 03:47:30 PM,25.579,53.301,,
747,08/29/22 03:48:00 PM,25.579,53.269,,
748,08/29/22 03:48:30 PM,25.579,53.206,,
749,08/29/22 03:49:00 PM,25.579,53.238,,
750,08/29/22 03:49:30 PM,25.579,53.238,,
751,08/29/22 03:50:00 PM,25.579,53.206,,
752,08/29/22 03:50:30 PM,25.555,53.234,,
753,08/29/22 03:51:00 PM,25.555,53.329,,
754,08/29/22 03:51:30 PM,25.579,53.206,,
755,08/29/22 03:52:00 PM,25.579,53.238,,
756,08/29/22 03:52:30 PM,25.579,53.301,,
757,08/29/22 03:53:00 PM,25.579,53.269,,
758,08/29/22 03:53:30 PM,25.555,53.234,,
759,08/29/22 03:54:00 PM,25.579,53.301,,
760,08/29/22 03:54:30 PM,25.579,53.332,,
761,08/29/22 03:55:00 PM,25.579,53.332,,
762,08/29/22 03:55:30 PM,25.555,53.297,,
763,08/29/22 03:56:00 PM,25.579,53.238,,
764,08/29/22 03:56:30 PM,25.579,53.238,,
765,08/29/22 03:57:00 PM,25.579,53.364,,
766,08/29/22 03:57:30 PM,25.579,53.238,,
767,08/29/22 03:58:00 PM,25.579,53.238,,
768,08/29/22 03:58:30 PM,25.579,53.269,,
769,08/29/22 03:59:00 PM,25.579,53.238,,
770,08/29/22 03:59:30 PM,25.579,53.206,,
771,08/29/22 04:00:00 PM,25.579,53.174,,
772,08/29/22 04:00:30 PM,25.579,53.206,,
773,08/29/22 04:01:00 PM,25.579,53.206,,
774,08/29/22 04:01:30 PM,25.579,53.174,,
775,08/29/22 04:02:00 PM,25.579,53.174,,
776,08/29/22 04:02:30 PM,25.579,53.238,,
777,08/29/22 04:03:00 PM,25.579,53.174,,
778,08/29/22 04:03:30 PM,25.579,53.143,,
779,08/29/22 04:04:00 PM,25.579,53.174,,
780,08/29/22 04:04:30 PM,25.555,53.171,,
781,08/29/22 04:05:00 PM,25.555,53.234,,
782,08/29/22 04:05:30 PM,25.555,53.171,,
783,08/29/22 04:06:00 PM,25.579,53.206,,
784,08/29/22 04:06:30 PM,25.579,53.238,,
785,08/29/22 04:07:00 PM,25.555,53.266,,
786,08/29/22 04:07:30 PM,25.555,53.203,,
787,08/29/22 04:08:00 PM,25.555,53.203,,
788,08/29/22 04:08:30 PM,25.579,53.238,,
789,08/29/22 04:09:00 PM,25.579,53.238,,
790,08/29/22 04:09:30 PM,25.579,53.238,,
791,08/29/22 04:10:00 PM,25.579,53.143,,
792,08/29/22 04:10:30 PM,25.579,53.174,,
793,08/29/22 04:11:00 PM,25.579,53.143,,
794,08/29/22 04:11:30 PM,25.579,53.143,,
795,08/29/22 04:12:00 PM,25.555,53.203,,
796,08/29/22 04:12:30 PM,25.579,53.206,,
797,08/29/22 04:13:00 PM,25.579,53.174,,
798,08/29/22 04:13:30 PM,25.579,53.143,,
799,08/29/22 04:14:00 PM,25.555,53.171,,
800,08/29/22 04:14:30 PM,25.555,53.140,,
801,08/29/22 04:15:00 PM,25.579,53.174,,
802,08/29/22 04:15:30 PM,25.555,53.171,,
803,08/29/22 04:16:00 PM,25.579,53.174,,
804,08/29/22 04:16:30 PM,25.555,53.171,,
805,08/29/22 04:17:00 PM,25.579,53.174,,
806,08/29/22 04:17:30 PM,25.579,53.206,,
807,08/29/22 04:18:00 PM,25.555,53.234,,
808,08/29/22 04:18:30 PM,25.579,53.111,,
809,08/29/22 04:19:00 PM,25.555,53.108,,
810,08/29/22 04:19:30 PM,25.579,53.080,,
811,08/29/22 04:20:00 PM,25.555,53.076,,
812,08/29/22 04:20:30 PM,25.555,53.013,,
813,08/29/22 04:21:00 PM,25.555,53.045,,
814,08/29/22 04:21:30 PM,25.555,53.076,,
815,08/29/22 04:22:00 PM,25.555,53.108,,
816,08/29/22 04:22:30 PM,25.555,53.108,,
817,08/29/22 04:23:00 PM,25.555,53.140,,
818,08/29/22 04:23:30 PM,25.555,52.950,,
819,08/29/22 04:24:00 PM,25.555,52.855,,
820,08/29/22 04:24:30 PM,25.555,52.982,,
821,08/29/22 04:25:00 PM,25.555,53.045,,
822,08/29/22 04:25:30 PM,25.555,53.013,,
823,08/29/22 04:26:00 PM,25.555,52.918,,
824,08/29/22 04:26:30 PM,25.555,52.982,,
825,08/29/22 04:27:00 PM,25.555,52.982,,
826,08/29/22 04:27:30 PM,25.555,52.982,,
827,08/29/22 04:28:00 PM,25.555,53.045,,
828,08/29/22 04:28:30 PM,25.555,53.045,,
829,08/29/22 04:29:00 PM,25.555,53.013,,
830,08/29/22 04:29:30 PM,25.555,53.013,,
831,08/29/22 04:30:00 PM,25.555,53.045,,
832,08/29/22 04:30:30 PM,25.555,53.045,,
833,08/29/22 04:31:00 PM,25.555,53.076,,
834,08/29/22 04:31:30 PM,25.555,52.982,,
835,08/29/22 04:32:00 PM,25.555,53.108,,
836,08/29/22 04:32:30 PM,25.555,53.108,,
837,08/29/22 04:33:00 PM,25.555,53.108,,
838,08/29/22 04:33:30 PM,25.555,53.045,,
839,08/29/22 04:34:00 PM,25.555,53.045,,
840,08/29/22 04:34:30 PM,25.555,53.076,,
841,08/29/22 04:35:00 PM,25.555,53.108,,
842,08/29/22 04:35:30 PM,25.555,53.108,,
843,08/29/22 04:36:00 PM,25.555,53.108,,
844,08/29/22 04:36:30 PM,25.555,53.140,,
845,08/29/22 04:37:00 PM,25.555,53.108,,
846,08/29/22 04:37:30 PM,25.555,53.140,,
847,08/29/22 04:38:00 PM,25.555,53.171,,
848,08/29/22 04:38:30 PM,25.555,53.171,,
849,08/29/22 04:39:00 PM,25.555,53.171,,
850,08/29/22 04:39:30 PM,25.555,53.140,,
851,08/29/22 04:40:00 PM,25.555,53.140,,
852,08/29/22 04:40:30 PM,25.555,53.171,,
853,08/29/22 04:41:00 PM,25.555,53.171,,
854,08/29/22 04:41:30 PM,25.555,53.171,,
855,08/29/22 04:42:00 PM,25.555,53.203,,
856,08/29/22 04:42:30 PM,25.555,53.234,,
857,08/29/22 04:43:00 PM,25.555,53.234,,
858,08/29/22 04:43:30 PM,25.555,53.203,,
859,08/29/22 04:44:00 PM,25.555,53.266,,
860,08/29/22 04:44:30 PM,25.555,53.297,,
861,08/29/22 04:45:00 PM,25.555,53.297,,
862,08/29/22 04:45:30 PM,25.555,53.297,,
863,08/29/22 04:46:00 PM,25.555,53.297,,
864,08/29/22 04:46:30 PM,25.555,53.297,,
865,08/29/22 04:47:00 PM,25.555,53.329,,
866,08/29/22 04:47:30 PM,25.555,53.297,,
867,08/29/22 04:48:00 PM,25.555,53.329,,
868,08/29/22 04:48:30 PM,25.555,53.329,,
869,08/29/22 04:49:00 PM,25.555,53.361,,
870,08/29/22 04:49:30 PM,25.555,53.361,,
871,08/29/22 04:50:00 PM,25.555,53.361,,
872,08/29/22 04:50:30 PM,25.555,53.361,,
873,08/29/22 04:51:00 PM,25.555,53.361,,
874,08/29/22 04:51:30 PM,25.555,53.361,,
875,08/29/22 04:52:00 PM,25.555,53.392,,
876,08/29/22 04:52:30 PM,25.555,53.392,,
877,08/29/22 04:53:00 PM,25.555,53.361,,
878,08/29/22 04:53:30 PM,25.555,53.361,,
879,08/29/22 04:54:00 PM,25.555,53.361,,
880,08/29/22 04:54:30 PM,25.555,53.392,,
881,08/29/22 04:55:00 PM,25.555,53.392,,
882,08/29/22 04:55:30 PM,25.555,53.392,,
883,08/29/22 04:56:00 PM,25.579,53.396,,
884,08/29/22 04:56:30 PM,25.555,53.392,,
885,08/29/22 04:57:00 PM,25.555,53.392,,
886,08/29/22 04:57:30 PM,25.555,53.424,,
887,08/29/22 04:58:00 PM,25.555,53.392,,
888,08/29/22 04:58:30 PM,25.555,53.392,,
889,08/29/22 04:59:00 PM,25.555,53.392,,
890,08/29/22 04:59:30 PM,25.555,53.424,,
891,08/29/22 05:00:00 PM,25.555,53.424,,
892,08/29/22 05:00:30 PM,25.555,53.424,,
893,08/29/22 05:01:00 PM,25.555,53.424,,
894,08/29/22 05:01:30 PM,25.555,53.455,,
895,08/29/22 05:02:00 PM,25.555,53.455,,
896,08/29/22 05:02:30 PM,25.555,53.424,,
897,08/29/22 05:03:00 PM,25.555,53.455,,
898,08/29/22 05:03:30 PM,25.555,53.455,,
899,08/29/22 05:04:00 PM,25.555,53.455,,
900,08/29/22 05:04:30 PM,25.555,53.455,,
901,08/29/22 05:05:00 PM,25.579,53.459,,
902,08/29/22 05:05:30 PM,25.555,53.455,,
903,08/29/22 05:06:00 PM,25.555,53.455,,
904,08/29/22 05:06:30 PM,25.555,53.455,,
905,08/29/22 05:07:00 PM,25.555,53.455,,
906,08/29/22 05:07:30 PM,25.555,53.455,,
907,08/29/22 05:08:00 PM,25.555,53.487,,
908,08/29/22 05:08:30 PM,25.555,53.613,,
909,08/29/22 05:09:00 PM,25.555,53.550,,
910,08/29/22 05:09:30 PM,25.555,53.581,,
911,08/29/22 05:10:00 PM,25.555,53.550,,
912,08/29/22 05:10:30 PM,25.555,53.550,,
913,08/29/22 05:11:00 PM,25.555,53.581,,
914,08/29/22 05:11:30 PM,25.555,53.550,,
915,08/29/22 05:12:00 PM,25.555,53.550,,
916,08/29/22 05:12:30 PM,25.555,53.581,,
917,08/29/22 05:13:00 PM,25.555,53.613,,
918,08/29/22 05:13:30 PM,25.555,53.581,,
919,08/29/22 05:14:00 PM,25.555,53.613,,
920,08/29/22 05:14:30 PM,25.555,53.581,,
921,08/29/22 05:15:00 PM,25.555,53.613,,
922,08/29/22 05:15:30 PM,25.555,53.613,,
923,08/29/22 05:16:00 PM,25.555,53.613,,
924,08/29/22 05:16:30 PM,25.555,53.645,,
925,08/29/22 05:17:00 PM,25.555,53.708,,
926,08/29/22 05:17:30 PM,25.555,53.708,,
927,08/29/22 05:18:00 PM,25.555,53.708,,
928,08/29/22 05:18:30 PM,25.555,53.708,,
929,08/29/22 05:19:00 PM,25.555,53.771,,
930,08/29/22 05:19:30 PM,25.555,53.771,,
931,08/29/22 05:20:00 PM,25.555,53.834,,
932,08/29/22 05:20:30 PM,25.555,53.834,,
933,08/29/22 05:21:00 PM,25.555,53.834,,
934,08/29/22 05:21:30 PM,25.555,53.802,,
935,08/29/22 05:22:00 PM,25.555,53.834,,
936,08/29/22 05:22:30 PM,25.555,53.834,,
937,08/29/22 05:23:00 PM,25.555,53.834,,
938,08/29/22 05:23:30 PM,25.555,53.834,,
939,08/29/22 05:24:00 PM,25.555,53.865,,
940,08/29/22 05:24:30 PM,25.555,53.865,,
941,08/29/22 05:25:00 PM,25.555,53.865,,
942,08/29/22 05:25:30 PM,25.555,53.960,,
943,08/29/22 05:26:00 PM,25.579,53.932,,
944,08/29/22 05:26:30 PM,25.555,53.928,,
945,08/29/22 05:27:00 PM,25.555,53.960,,
946,08/29/22 05:27:30 PM,25.555,54.054,,
947,08/29/22 05:28:00 PM,25.555,53.991,,
948,08/29/22 05:28:30 PM,25.555,53.960,,
949,08/29/22 05:29:00 PM,25.555,54.023,,
950,08/29/22 05:29:30 PM,25.555,54.023,,
951,08/29/22 05:30:00 PM,25.555,54.054,,
952,08/29/22 05:30:30 PM,25.555,54.054,,
953,08/29/22 05:31:00 PM,25.555,54.054,,
954,08/29/22 05:31:30 PM,25.555,54.086,,
955,08/29/22 05:32:00 PM,25.555,54.054,,
956,08/29/22 05:32:30 PM,25.555,54.117,,
957,08/29/22 05:33:00 PM,25.555,54.117,,
958,08/29/22 05:33:30 PM,25.555,54.117,,
959,08/29/22 05:34:00 PM,25.555,54.117,,
960,08/29/22 05:34:30 PM,25.555,54.117,,
961,08/29/22 05:35:00 PM,25.555,54.117,,
962,08/29/22 05:35:30 PM,25.555,54.117,,
963,08/29/22 05:36:00 PM,25.555,54.180,,
964,08/29/22 05:36:30 PM,25.579,54.121,,
965,08/29/22 05:37:00 PM,25.555,54.117,,
966,08/29/22 05:37:30 PM,25.555,54.117,,
967,08/29/22 05:38:00 PM,25.579,54.121,,
968,08/29/22 05:38:30 PM,25.579,54.121,,
969,08/29/22 05:39:00 PM,25.555,54.117,,
970,08/29/22 05:39:30 PM,25.579,54.121,,
971,08/29/22 05:40:00 PM,25.579,54.121,,
972,08/29/22 05:40:30 PM,25.555,54.054,,
973,08/29/22 05:41:00 PM,25.555,54.086,,
974,08/29/22 05:41:30 PM,25.579,54.121,,
975,08/29/22 05:42:00 PM,25.579,54.121,,
976,08/29/22 05:42:30 PM,25.579,54.058,,
977,08/29/22 05:43:00 PM,25.579,54.058,,
978,08/29/22 05:43:30 PM,25.579,54.058,,
979,08/29/22 05:44:00 PM,25.579,54.089,,
980,08/29/22 05:44:30 PM,25.555,54.054,,
981,08/29/22 05:45:00 PM,25.555,54.023,,
982,08/29/22 05:45:30 PM,25.555,54.023,,
983,08/29/22 05:46:00 PM,25.555,53.991,,
984,08/29/22 05:46:30 PM,25.555,53.928,,
985,08/29/22 05:47:00 PM,25.555,53.960,,
986,08/29/22 05:47:30 PM,25.555,53.928,,
987,08/29/22 05:48:00 PM,25.555,53.960,,
988,08/29/22 05:48:30 PM,25.555,53.928,,
989,08/29/22 05:49:00 PM,25.555,53.897,,
990,08/29/22 05:49:30 PM,25.555,53.865,,
991,08/29/22 05:50:00 PM,25.555,53.865,,
992,08/29/22 05:50:30 PM,25.555,53.897,,
993,08/29/22 05:51:00 PM,25.555,53.865,,
994,08/29/22 05:51:30 PM,25.555,53.834,,
995,08/29/22 05:52:00 PM,25.555,53.802,,
996,08/29/22 05:52:30 PM,25.555,53.834,,
997,08/29/22 05:53:00 PM,25.555,53.834,,
998,08/29/22 05:53:30 PM,25.555,53.834,,
999,08/29/22 05:54:00 PM,25.555,53.834,,
1000,08/29/22 05:54:30 PM,25.555,53.739,,
1001,08/29/22 05:55:00 PM,25.555,53.739,,
1002,08/29/22 05:55:30 PM,25.555,53.739,,
1003,08/29/22 05:56:00 PM,25.555,53.739,,
1004,08/29/22 05:56:30 PM,25.555,53.739,,
1005,08/29/22 05:57:00 PM,25.555,53.550,,
1006,08/29/22 05:57:30 PM,25.555,53.708,,
1007,08/29/22 05:58:00 PM,25.555,53.676,,
1008,08/29/22 05:58:30 PM,25.555,53.802,,
1009,08/29/22 05:59:00 PM,25.555,53.802,,
1010,08/29/22 05:59:30 PM,25.555,53.802,,
1011,08/29/22 06:00:00 PM,25.555,53.802,,
1012,08/29/22 06:00:30 PM,25.555,53.676,,
1013,08/29/22 06:01:00 PM,25.555,53.771,,
1014,08/29/22 06:01:30 PM,25.555,53.802,,
1015,08/29/22 06:02:00 PM,25.555,53.676,,
1016,08/29/22 06:02:30 PM,25.555,53.739,,
1017,08/29/22 06:03:00 PM,25.555,53.739,,
1018,08/29/22 06:03:30 PM,25.555,53.708,,
1019,08/29/22 06:04:00 PM,25.555,53.676,,
