DateTime,Temp C,RH %,Room,Ambient Temp,Window Open
2022-07-20 07:20:00,23.189,51.268,0,14.333333333333332,1
2022-07-20 07:20:30,23.189,51.362,0,14.333333333333332,1
2022-07-20 07:21:00,23.189,51.488,0,14.333333333333332,1
2022-07-20 07:21:30,23.189,51.457,0,14.333333333333332,1
2022-07-20 07:22:00,23.165,51.517,0,14.333333333333332,1
2022-07-20 07:22:30,23.165,51.485,0,14.333333333333332,1
2022-07-20 07:23:00,23.165,51.422,0,14.333333333333332,1
2022-07-20 07:23:30,23.165,51.391,0,14.333333333333332,1
2022-07-20 07:24:00,23.165,51.359,0,14.333333333333332,1
2022-07-20 07:24:30,23.165,51.359,0,14.333333333333332,1
2022-07-20 07:25:00,23.165,51.233,0,14.333333333333332,1
2022-07-20 07:25:30,23.165,51.485,0,14.333333333333332,1
2022-07-20 07:26:00,23.189,51.457,0,14.333333333333332,1
2022-07-20 07:26:30,23.165,51.391,0,14.333333333333332,1
2022-07-20 07:27:00,23.189,51.331,0,14.333333333333332,1
2022-07-20 07:27:30,23.189,51.457,0,14.333333333333332,1
2022-07-20 07:28:00,23.189,51.425,0,14.333333333333332,1
2022-07-20 07:28:30,23.189,51.552,0,14.333333333333332,1
2022-07-20 07:29:00,23.213,51.523,0,14.333333333333332,1
2022-07-20 07:29:30,23.213,51.46,0,14.333333333333332,1
2022-07-20 07:30:00,23.237,51.653,0,14.333333333333332,1
2022-07-20 07:30:30,23.237,51.558,0,14.333333333333332,1
2022-07-20 07:31:00,23.261,51.687,0,14.333333333333332,1
2022-07-20 07:31:30,23.261,51.782,0,14.333333333333332,1
2022-07-20 07:32:00,23.285,51.943,0,14.333333333333332,1
2022-07-20 07:32:30,23.285,51.754,0,14.333333333333332,1
2022-07-20 07:33:00,23.285,51.691,0,14.333333333333332,1
2022-07-20 07:33:30,23.309,51.631,0,14.333333333333332,1
2022-07-20 07:34:00,23.309,51.694,0,14.333333333333332,1
2022-07-20 07:34:30,23.309,51.726,0,14.333333333333332,1
2022-07-20 07:35:00,23.309,51.662,0,14.333333333333332,1
2022-07-20 07:35:30,23.333,51.666,0,14.333333333333332,1
2022-07-20 07:36:00,23.333,51.76,0,14.333333333333332,1
2022-07-20 07:36:30,23.309,51.694,0,14.333333333333332,1
2022-07-20 07:37:00,23.333,51.949,0,14.333333333333332,1
2022-07-20 07:37:30,23.333,51.949,0,14.333333333333332,1
2022-07-20 07:38:00,23.357,51.795,0,14.333333333333332,1
2022-07-20 07:38:30,23.333,51.634,0,14.333333333333332,1
2022-07-20 07:39:00,23.357,52.11,0,14.333333333333332,1
2022-07-20 07:39:30,23.333,51.792,0,14.333333333333332,1
2022-07-20 07:40:00,23.357,51.764,0,14.333333333333332,1
2022-07-20 07:40:30,23.357,52.047,0,14.333333333333332,1
2022-07-20 07:41:00,23.357,51.827,0,14.333333333333332,1
2022-07-20 07:41:30,23.357,51.89,0,14.333333333333332,1
2022-07-20 07:42:00,23.357,51.701,0,14.333333333333332,1
2022-07-20 07:42:30,23.357,51.543,0,14.333333333333332,1
2022-07-20 07:43:00,23.381,51.672,0,14.333333333333332,1
2022-07-20 07:43:30,23.381,51.83,0,14.333333333333332,1
2022-07-20 07:44:00,23.381,51.641,0,14.333333333333332,1
2022-07-20 07:44:30,23.381,51.735,0,14.333333333333332,1
2022-07-20 07:45:00,23.381,51.798,0,14.333333333333332,1
2022-07-20 07:45:30,23.381,51.672,0,14.333333333333332,1
2022-07-20 07:46:00,23.381,51.641,0,14.333333333333332,1
2022-07-20 07:46:30,23.405,51.802,0,14.333333333333332,1
2022-07-20 07:47:00,23.405,51.865,0,14.333333333333332,1
2022-07-20 07:47:30,23.405,51.77,0,14.333333333333332,1
2022-07-20 07:48:00,23.405,51.77,0,14.333333333333332,1
2022-07-20 07:48:30,23.405,51.644,0,14.333333333333332,1
2022-07-20 07:49:00,23.405,51.612,0,14.333333333333332,1
2022-07-20 07:49:30,23.405,51.644,0,14.333333333333332,1
2022-07-20 07:50:00,23.405,51.644,0,14.333333333333332,1
2022-07-20 07:50:30,23.405,51.549,0,14.333333333333332,1
2022-07-20 07:51:00,23.405,51.549,0,14.333333333333332,1
2022-07-20 07:51:30,23.405,51.644,0,14.333333333333332,1
2022-07-20 07:52:00,23.405,51.739,0,14.333333333333332,1
2022-07-20 07:52:30,23.429,51.742,0,14.333333333333332,1
2022-07-20 07:53:00,23.429,51.773,0,14.333333333333332,1
2022-07-20 07:53:30,23.429,51.584,0,14.333333333333332,1
